web-scraper-order,web-scraper-start-url,beer,beer-href,name,price,alcohol,description,size,brewer,country,pagination,pagination-href,category,retail_price,Description2,brewer2
"1605382982-616","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","ROGUE ALES DEAD GUY ALE

          $4.75
          33468
          473 ml



      Balanced







      Malty","https://www.liquormarts.ca/product/rogue-ales-dead-guy-ale/473-ml","ROGUE ALES DEAD GUY ALE","$4.75","6.80%","Deep reddish amber hue. Generous toasty malt aromas and earthy hops follow through on a moderately

full-bodied palate with fruity accents and a long spicy hop finish.","Item # 33468       | UPC 876529000308 | 473 ml","null","United States","2","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=1","Beer > Ale > Pale","null","40 IBU","Rogue Ales"
"1605382131-346","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Fort Garry Brewing Pale Ale

          $24.99
          553743
          12 x 341 ml



      Balanced







      Hoppy","https://www.liquormarts.ca/product/fort-garry-brewing-pale-ale/12-x-341-ml","Fort Garry Brewing Pale Ale","$24.99","5.00%","A refreshing amber hued British Ale with clean hop character. Finished with Nottingham Ale yeast.","Item # 553743       | UPC 693851019606 | 12 x 341 ml","null","Canada","5","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=4","Beer > Ale > Pale","null","18 IBU","Fort Garry Brewing Pale Ale"
"1605382605-493","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Mill Street Original Organic Lager

          $13.25
          8989
          6 x 341 ml



      Light







      Malty","https://www.liquormarts.ca/product/mill-street-original-organic-lager/6-x-341-ml","Mill Street Original Organic Lager","$13.25","4.20%","null","Item # 8989       | UPC 855315000128 | 6 x 341 ml","null","Canada","3","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=2","Beer > Lager > Pale","null","Delicate floral aroma; light palate with malty flavour balanced by some hoppy bitterness.  We adhere to rules that guarantee both raw materials and brewing process are pesticide- and herbicide-free.","Mill Street Original Organic Lager"
"1605383080-647","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Sookram's Desert Island IPA

          $4.29
          29526
          473 ml


      Delivery








      Balanced







      Hoppy","https://www.liquormarts.ca/product/sookrams-desert-island-ipa/473-ml","Sookram's Desert Island IPA","$4.29","6.50%","Desert Island IPA has intense hop flavours and aromas of peach, mango, and tropical fruit.","Item # 29526       | UPC 628504890011 | 473 ml","Sookram's Brewing Co.","Canada","2","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=1","Beer > Ale > Pale","null","70 IBU","null"
"1605381544-145","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Barn Hammer Brewing - Moonlight Desires Smoked Pumpkin Saison

          $4.35
          26951
          473 ml



      Light







      Spicy","https://www.liquormarts.ca/product/barn-hammer-brewing-moonlight-desires-smoked-pumpkin-saison/473-ml","Barn Hammer Brewing - Moonlight Desires Smoked Pumpkin Saison","$4.35","5.40%","Pumpkin with traditional pumpkin pie spices, brewed with smoked malt and fermented with a special saison yeast blend for a mild farmhouse character.","Item # 26951       | UPC 628451827313 | 473 ml","Barn Hammer Brewing Company","Canada","7","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=6","Beer > Ale > Flavoured","null","20 IBU","null"
"1605381640-186","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Brasserie de St Sylvestre 3 Monts Flanders Golden Ale

          $6.97
          12343
          750 ml



      Balanced







      Spicy","https://www.liquormarts.ca/product/brasserie-de-st-sylvestre-3-monts-flanders-golden-ale/750-ml","Brasserie de St Sylvestre 3 Monts Flanders Golden Ale","$6.97","8.50%","null","Item # 12343       | UPC 852459001011 | 750 ml","null","France","6","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=5","Beer > Ale > Pale","null","Brewed by infusion with strong and hearty Flemish hops, then fermented using top yeasts, 3 Monts is perfectly balanced between malt aroma, fruity flavours and bitterness. The head is generous, dense and long-lasting.","Brasserie de St Sylvestre 3 Monts Flanders Golden Ale"
"1605382544-475","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Little Brown Jug Golden Ale

          $3.75
          30305
          473 ml


      Delivery








      Light







      Malty","https://www.liquormarts.ca/product/little-brown-jug-golden-ale/473-ml","Little Brown Jug Golden Ale","$3.75","6.50%","Light coloured, clear, light body, crisp and dry finish. Dry hopping with French Strisselspalt adds floral, fruity, citrus, spicy, and herbal flavor and aroma. Traditionally Belgian candy sugar is added to boost the alcohol but Little Brown Jug has used local honey to create this golden ale.","Item # 30305       | UPC 628250203059 | 473 ml","null","Canada","3","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=2","Beer > Ale > Belgian","null","20 IBU","Little Brown Jug"
"1605382540-474","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Little Brown Jug Brewing - Summer Lager

          $3.35
          33794
          473 ml



      Balanced







      Hoppy","https://www.liquormarts.ca/product/little-brown-jug-brewing-summer-lager/473-ml","Little Brown Jug Brewing - Summer Lager","$3.35","5.00%","Floral notes, lemon and berry hop aromaLight gold in colour Subdued maltiness Delicate finishClean and crisp","Item # 33794       | UPC 628250203097 | 473 ml","null","Canada","3","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=2","Beer > Ale > Pale","null","20 IBU","Little Brown Jug"
"1605382359-416","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Hop City Barking Squirrel Lager

          $3.13
          14143
          473 ml



      Light







      Hoppy","https://www.liquormarts.ca/product/hop-city-barking-squirrel-lager/473-ml","Hop City Barking Squirrel Lager","$3.13","5.00%","null","Item # 14143       | UPC 776029702552 | 473 ml","null","Canada","4","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=3","Beer > Lager > Pale","null","amber lager with a distinct rich burnt orange colour and subtle noble hop aroma. Its medium body, pleasant hop bitterness and caramel malt sweetness makes it smooth and drinkable with a slight hop aftertaste","Hop City Barking Squirrel Lager"
"1605383334-731","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","VESSEL BEER MURKY BUCKETS ALE

          $4.30
          35194
          473 ml



      Light







      Hoppy","https://www.liquormarts.ca/product/vessel-beer-murky-buckets-ale/473-ml","VESSEL BEER MURKY BUCKETS ALE","$4.30","6.10%","A hazy and hoppy New England IPA featuring orange flavours and aromas, with little to no hop bitterness.","Item # 35194       | UPC 628110283160 | 473 ml","null","Canada","","","Beer > Ale > Other Ales","null","10 IBU","Nonsuch Brewing Co"
"1605382886-585","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Parallel 49 Toques of Hazzard White IPA

          $3.39
          26438
          473 ml


      New Arrivals








      Balanced







      Hoppy","https://www.liquormarts.ca/product/parallel-49-toques-hazzard-white-ipa/473-ml","Parallel 49 Toques of Hazzard White IPA","$3.39","9.20%","This Imperial White IPA is a great winter warmer and surprisingly smooth.","Item # 26438       | UPC 823994001255 | 473 ml","null","Canada","2","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=1","Beer > Ale > Other Ales","null","76 IBU","Parallel 49 Brewing"
"1605382940-604","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","QUIDI VIDI CAPPUCCINO STOUT

          $4.00
          34409
          473 ml



      Balanced







      Roasted","https://www.liquormarts.ca/product/quidi-vidi-cappuccino-stout/473-ml","QUIDI VIDI CAPPUCCINO STOUT","$4.00","6.50%","null","Item # 34409       | UPC 625130000074 | 473 ml","null","Canada","2","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=1","Beer > Ale > Stout","null","This velvety-smooth stout balances milky sweetness and coffee bitterness in equal measure. A vigorous beige head tops a rich black body, smelling of sweet cream and nutty dark roast. Roasted grain and earthy hazelnut flavours coat the mouth at once, while lingering coffee notes remain in the background. Mild carbonation and added lactose contribute to a creamy mouthfeel.","QUIDI VIDI BREWING"
"1605381833-259","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Cranberry Witbier
          Out of Stock

          $4.00
          34406
          473 ml



      Light







      Tart","https://www.liquormarts.ca/product/cranberry-witbier/473-ml","Cranberry Witbier","$4.00","5.30%","A light and tart witbier with a cranberry infusion","Item # 34406       | UPC 628110283252 | 473 ml","null","Canada","5","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=4","Beer > Ale > Wheat","null","15 IBU","Nonsuch Brewing Co"
"1605383011-624","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","San Miguel Lager

          $2.99
          22155
          330 ml



      Light







      Malty","https://www.liquormarts.ca/product/san-miguel-lager/330-ml","San Miguel Lager","$2.99","5.00%","null","Item # 22155       | UPC 638609110242 | 330 ml","null","Philippines","2","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=1","Beer > Lager > Pale","null","San Miguel Premium Lager has a slight hoppy note with a distinct bitter hop character. It has a well-balanced medium body and is smooth on the palate with a pleasant clean finish.","San Miguel Brewery"
